Current_velocity_mouse_1,Current_velocity_mouse_2
50.09504055828735,74.73347377163594
76.26696283856086,62.139497129726394
194.11386048863992,175.73821673282956
119.29990459035665,111.24069621895558
73.12590396351625,119.33988219259302
38.5144452131387,88.38033639424701
43.93494587213076,136.23193630543497
79.36738850705551,86.25543721161343
61.29872058414719,60.07609758439742
135.85345165530865,109.1626525845091
176.14003434616347,209.95575117682483
82.62676337781448,110.36045496688216
113.8405164082794,235.8707570332303
63.34108415987002,84.37445641232088
117.01521894357609,105.65859239251097
63.95690382406025,153.27536229185472
116.37948810208071,176.13880521650492
219.4435799691889,185.24699104042222
54.92356443224717,199.6037921593835
107.19317466823482,210.5872860894877
196.71872277658287,85.2376485998143
42.610193884004524,249.94893490227452
96.31423605037074,206.6503568162633
220.78633870125284,116.69432814738545
135.1751263927798,75.87856666878531
87.62294058834259,233.30294192980412
248.75031232285065,101.8820024757058
49.60761224240019,53.791031862452606
348.85180432766043,241.77877829588533
60.529054292140614,263.27817351307914
294.8354213936168,93.70171649627783
55.42664153266587,135.2244007615753
68.67834883498942,144.9516717429416
44.15249477643046,102.41707682318656
130.07556699771274,119.13998029679615
215.53391211825235,227.35705101146394
105.5734849222465,139.2734063944888
234.29472017964787,126.39314350511125
82.08431514225524,171.54784970431365
333.49437672442053,97.56193669534035
92.0386041700878,196.90153350260866
61.88671092192441,163.20320520233233
173.04660495039934,78.82837468737168
212.79292612548835,180.87648195794344
177.97138897076883,207.44945775521373
77.45786348586559,47.078391335578765
191.00810191868692,217.59471124458548
228.00457737723653,133.9466085261246
119.2894513334404,50.46615205855424
272.9465234677779,186.48836166974002
167.180493966663,311.8648054379373
295.51036093731346,81.00674467578575
39.57396345635638,89.97105995932132
26.133226220789002,209.47480443450164
109.87518522381829,178.8611971433844
28.047801841883437,133.74005463630272
34.49188947954767,124.26639752220127
67.80412924378655,143.23671977297823
73.87985934549667,174.31802581263585
77.03140287850606,108.05630413660339
104.43195706447935,53.83117789722466
61.908514209266144,75.14818573949626
58.93233228428912,139.73329259541805
87.29421101684892,171.37450165533926
72.85365198398445,196.14973148845226
119.16039824602419,199.04607875483927
136.4545571938545,73.78300329888394
57.06226028327292,83.61376656034956
68.33705142242889,199.0889716270997
52.305543740322534,128.34524668731729
77.51622928041387,160.24985816775026
34.996965153690034,181.98810873193918
41.577854950299745,73.64486875415358
91.57794649265175,60.01293910205293
288.7207863428435,209.67061185534553
244.1331106164755,171.36021086964828
52.53295316965878,93.0445466713217
85.86049537327759,186.95318720434216
222.43574507604768,114.81474020476094
34.34507302365865,86.15742288580077
30.96955248317412,68.07293013020265
53.91305264166934,92.65085192656575
32.49105804694756,56.875688491421485
117.98150931684164,182.42118320872444
215.11075973172916,106.76222181171528
87.65159454926601,119.60908244681133
39.31594254403249,47.45085471404503
41.79293744420606,122.66476399659271
58.7580155431992,227.45646825413633
38.832915521852506,108.46807796915009
53.71987763670835,81.40950112548096
74.70416020670672,170.99538611856946
33.58153239927462,140.518437370887
65.19746405426497,53.79145779538657
23.732668679929247,173.70812987546486
50.50605660949867,130.65468118258985
71.32925341381211,138.4579354883125
63.83048712130627,88.55398179613495
65.84843658560534,200.35391841839794
130.2809307628605,110.80788678592734
163.64278210698848,74.28501923360052
67.01133407808727,243.4808145171489
186.40812384855414,118.94219283067453
92.52212892037022,119.89838674383458
69.76086347210594,179.01601968436378
125.60359340673763,161.61423621903216
71.4804926743371,222.85973120156405
33.76849623400293,58.59818250113574
28.509843754196115,140.5865545703066
63.79365303490944,203.68083987596793
45.70564050339947,46.1369623239202
106.39454871546889,83.17655553923845
226.13178889663263,111.92739107644874
62.927048906660374,217.92922016453403
71.07828976170089,129.912523481394
140.92768821923084,211.91604732774445
36.68072068565079,136.1532650879152
43.498695394841874,104.06048983097084
43.09447141122525,192.9157357463779
235.37993472491934,199.28589169340893
172.16997977908298,166.14060995581616
57.80283018095312,132.8053405951277
114.78413813008383,200.8728843676826
119.17676788688682,151.04045543285204
165.26242733333152,238.02741415809402
147.47179484003448,106.8226481606008
76.28905842751315,243.96206063739038
64.00623286898889,139.5716344324711
113.18587707044989,129.45906975661117
216.8122904675405,149.14958957955196
84.63707532685702,115.34059697480619
21.86471189526704,161.37668884686013
43.85509102852219,99.872453772549
32.662316423656236,68.13942901446427
70.90475626971893,156.2396209389039
31.328957065895217,198.5512390964024
54.67070300487605,134.12131937707565
160.3953618310097,201.42813050383197
207.1888806999947,254.79076603854838
50.43596900855649,102.02056603318262
24.558957787316423,263.748002425813
33.34154760752456,172.19632008243374
151.06717570629968,74.0191857451147
228.88144571593102,251.02124768787746
107.3582117231202,161.41247751900394
187.23237904014917,166.07424215745635
98.51317938112064,131.85707111654375
201.03172816530463,104.54891281729296
52.31017399132838,110.90219069888983
125.96617241027191,94.33944001806854
38.936235288218604,79.43912022249869
36.67380608273881,118.68425472169456
68.44221317305667,106.78068817071924
45.52197686941321,178.6035548855592
35.797172649723315,211.49065095470877
31.200376010809972,105.81508350452833
174.5941629445198,136.08600521215297
115.94697960233846,61.40014780429857
53.24026370080559,191.83064158324834
38.12820927903289,119.8416958577264
133.84233248859738,127.60794126751158
73.80221466352516,192.60691024771057
82.31408220598315,111.51673028061737
36.760030064870776,65.80769690059623
69.05451462666785,105.60488549007412
46.983389308188016,94.64212270665315
86.06689106525602,142.0383449941781
25.30048407021273,148.32694177441985
48.91228931535396,151.31372295856872
40.841293506019426,121.25359091662317
30.763719262314112,94.83874748952896
30.278432616383427,89.03508627334662
27.511948294447922,206.48617441511666
46.58494863704017,52.40781487270205
67.63354326160459,148.3466799123506
30.54387401473993,75.26644726589645
36.84589899740618,154.8751101376909
125.74263554621196,162.6151500925359
105.04363927107637,56.386068072187065
82.38433375363644,105.43360049032198
36.69874179374322,20.36100823901735
67.82887884141599,23.882631650563823
163.27081786482134,110.61770238356627
180.798801909861,171.19145749639085
28.520848756853223,148.38231708208923
27.789603491249252,59.45215052707535
16.748634935136376,89.74680733410872
17.130996051825218,181.4993065563691
115.73018946743599,68.78327503098191
281.459510633679,208.7754107764594
13.743915969568778,160.11541144830647
8.912374577491459,115.96198328837214
35.790119641742464,141.61076266141765
18.594728389835694,227.84202700579203
17.23308921004226,76.86703252142117
25.309445225913663,143.11971048340249
30.596043607567083,55.88105222996649
16.674770869082035,57.640582734115206
32.20788278534473,129.90375082076483
24.37359565250666,122.75618947849159
39.79231966858131,172.96456258681874
57.72503272107153,107.20268090275519
72.54754749992162,70.70195493378293
77.58808355942435,148.3092818779501
98.58362269026306,119.61509885380801
41.30570115466441,51.11320801368998
57.49302726894637,63.33449543360862
69.531946560943,103.17971795835882
32.11108193808837,69.49467328214614
81.0691066358542,35.783446013975805
74.94687728443282,86.88723472979511
63.7725863660069,135.43851360363158
22.614695898259768,88.90128063240468
68.88033410551498,104.46579756950149
146.20304383699397,79.39226022205865
103.08297003193933,177.77224814948457
49.3616869562703,87.08217703209043
16.541249169553577,256.8803542354484
15.80518268751536,182.2688040872949
34.12311895394173,119.27501177004407
16.40802599913549,118.19020952858651
29.165415582398143,270.92377367950905
61.883483565663745,220.38618410288683
273.95079350405996,124.95426255944736
61.599786645309706,289.61191994556066
30.89787850187559,151.51222682051662
68.62650593829734,126.93702106247238
77.66150295855573,124.07600235099545
77.58375740734054,305.25694180615733
65.78388819569676,63.1458834985984
36.95923082009452,62.58282817157777
52.258562202362725,161.204828768389
20.352779610933084,193.2216614790291
225.57973870200286,106.35033078591717
249.09506006924812,246.9251255668291
9.80217742724193,69.47235260373654
16.13767157768461,218.65498091393368
15.245345999676303,222.54848537234378
89.15737761015497,181.11817138525768
16.096131212318056,157.80492185923356
13.172179676468179,80.52285560254954
13.900527349632963,23.18065538677731
219.47689050491874,83.56556106709363
83.86718007075181,194.5841358755539
27.674884856047797,122.4410653096633
17.60319430044695,95.57230814803049
26.43650696774461,142.76646747935203
38.853049499122754,106.15040265387017
27.92048926714285,85.30828341184282
65.04015266122659,46.486756353637524
72.5573642387765,43.41397989740605
53.58121478686684,44.2217621465551
115.0626157421631,180.11567659458782
162.44337053683395,241.26596836671249
90.17445017946355,60.762987830218435
39.3399882919991,47.32385626819784
38.080218643122365,54.65536480270179
401.7061719647677,125.01902366683701
99.36989246504784,43.516560486273704
162.74705766068882,59.335343100792
167.1495676252272,123.41634237597628
116.07110062348754,180.66389163576582
208.38719652271465,129.36456407898265
108.33434337547672,236.54769410819537
347.05629088307876,59.318254548140594
19.254249208389417,173.34275493957333
78.55341674493798,196.13806047506287
208.68558086171356,54.101795587942455
68.78403915739433,177.52111273482035
46.43165801746321,141.34796565718142
58.806922129064596,86.18674961309617
166.51733022786343,80.5211165568404
106.62385233179276,205.01209261575494
66.14329218079601,180.4155619266082
47.32118077854958,135.42836142780448
22.727725374448212,58.86067675088914
39.68863334649691,128.02172846535103
17.074590880233874,132.85454190788238
45.447352765765395,174.92906963027295
27.082164683078933,182.95680733612758
53.523492791213606,166.43003557872603
82.98017419138012,168.38442783731
138.7393833085135,231.23425261082446
92.43239951632167,121.31083925908791
75.95793839608721,160.24166786371265
41.481174134663355,43.16592397262892
313.3775216113556,24.368161810194074
59.121815575946734,36.02105157021498
8.793696281875098,40.122182370876615
16.91597460900068,14.96139687470487
146.2095815723825,28.375450744213357
161.52624310089126,49.07787505091959
39.647332402288136,39.368025509394556
47.865644991944286,51.27105729551733
51.896185174969894,85.71232942170629
29.88464340253034,47.30285293104061
19.716804093602597,60.58759127767398
23.647354532265283,82.38334485056362
20.66997189446027,184.36909219054067
25.546451452882593,50.918984174875604
34.686879316146275,105.20179360735276
51.303372607282114,86.90110166699178
21.350880889143536,161.3103044354644
14.143851847849726,143.78980470986525
18.817079305921368,51.801580339956374
27.28706634334627,72.84825645940508
36.73951922038185,81.57542693537927
25.549978286820046,178.62662141195582
30.193866066384114,141.57315693023978
17.4152943898197,80.92507868050272
19.98638838398491,190.69133111670095
17.36674353116094,281.68662417983046
66.37333142089959,41.52647954639006
261.37999445179776,113.52989485110274
31.765499393718496,95.91567782344745
42.67379853645504,235.38787379358178
101.94902092761068,66.06957082850272
54.04205118313791,145.52118885626035
13.794682394173538,89.53467382545244
24.297952156964705,104.13683688341044
19.769686828760307,242.82400142000725
17.52848271920896,126.36355184251335
20.206149842407267,81.55286276583331
17.160184427478978,115.34809727419531
15.03816023777197,188.83151162579767
25.190915636767205,87.1657645537022
19.18340408828182,139.9642741503016
18.704807069229368,149.9034557374771
18.711059818137375,147.73450561208125
40.60704868818375,122.02881269138236
53.73976568280187,127.33560323273105
34.457867394206446,157.9981004531386
25.00078617862585,99.00908602920371
22.619418999481514,120.3669519879066
17.211383605714087,81.75468436508353
