M1_sees_M2_Angle,M1_sees_M2
38.64737086498439,0
38.64737086498439,0
38.64737086498439,0
38.64737086498439,0
38.64737086498439,0
38.64737086498439,0
38.64737086498439,0
38.64737086498439,0
38.64737086498439,0
38.64737086498439,0
38.64737086498439,0
38.64737086498439,0
38.64737086498439,0
38.53044285308527,0
38.71591546754583,0
38.32671449857056,0
39.079206224634255,0
41.73885464083272,0
43.601246134396405,0
45.059241943069196,0
48.62638099901984,0
52.3830764373929,0
57.46301854824324,0
61.24550263038872,0
62.566880620950684,0
58.715564583265184,0
58.55059716320724,0
59.14599967580368,0
60.38201796376675,0
59.85984653815619,0
59.91483376092775,0
61.04584143552933,0
60.63240409042804,0
59.891342237861245,0
56.375353200527584,0
52.816668193127924,0
52.77258964112393,0
52.264805017458016,0
49.80095461489118,0
47.14418460217282,0
46.45646603418587,0
46.16177679683991,0
47.870437072650454,0
50.162379664589466,0
50.64411248767487,0
49.22254666605631,0
47.54804508767021,0
45.31351574819187,0
43.389239536745315,0
41.09185304534514,0
36.95405097976393,0
33.86968444082168,0
30.060422717255413,0
26.941953519639426,0
25.963126278571025,0
24.96454226423451,0
20.90780417403586,0
17.507630607300666,0
18.445364328614694,0
19.13852419731062,0
17.652319608744214,0
19.52843661832326,0
21.970215151745602,0
24.02881049894409,0
23.022748822347044,0
23.814114915750146,0
25.094493246313153,0
25.263696124430005,0
24.548263383907045,0
20.829438775665544,0
18.808996471841212,0
17.025186575053926,0
15.070632296015601,0
13.889398550721907,0
17.089613222800452,0
22.807530747558946,0
27.53487761145798,0
29.612915273632982,0
28.407417726577357,0
29.841242758175245,0
32.75905992325492,0
35.37873447630157,0
37.94310889876614,0
44.063679633840515,0
48.04573183497616,0
50.0925070640086,0
53.59896430687502,0
58.82819043578487,0
62.9703389478726,0
65.76824274348475,0
69.90278379137845,0
70.85883694972607,0
74.5387954977505,0
74.88150773795687,0
75.31110930178485,0
72.18674449842065,0
68.62344663368657,0
62.61288601408475,0
58.61808265565769,0
57.423648660351574,0
56.53552928006888,0
56.06651877236775,0
54.622674180080644,0
50.62130638089858,0
48.40845737468823,0
46.62538303147407,0
43.90597431736158,0
39.20187200752196,0
35.323171697484895,0
33.63421176140584,0
35.448853192671066,0
36.704709663049734,0
36.6662286596844,0
35.659703516627246,0
35.024496978872406,0
34.582629268933786,0
33.94586480965833,0
31.482427362607304,0
27.385745012557933,0
25.334547160141806,0
23.192295426671205,0
22.225343747573724,0
25.205020689182664,0
28.70622855552216,0
29.843689264685686,0
26.370242436440797,0
26.627508577438206,0
24.54828110623206,0
23.41204084166982,0
25.131262862532065,0
27.66707028357231,0
25.82362619817043,0
22.48318332407334,0
22.31290012365131,0
23.883017980218664,0
23.264808007757516,0
22.724190223162772,0
19.616716708419396,0
19.031291563865135,0
15.730368798334087,0
12.257603458176414,0
7.841896984066685,0
3.943228972434969,0
2.519607110206632,0
3.4287449802557717,0
6.679327787183694,0
6.723625068832414,0
6.331399627480473,0
5.685173042993538,0
7.8428142923141655,0
9.25590151306937,0
15.350089200199621,0
21.97082395830669,0
31.723305265183527,0
43.22429362465747,0
56.39723509991764,0
66.30777987959277,0
70.05803977681316,0
68.39726089558816,0
67.56992872223611,0
68.04195846742698,0
69.56126200732382,0
70.94805063653406,0
72.8887068423339,0
71.34327422936961,0
72.04993275985639,0
71.58821833000063,0
70.78020877071417,0
68.68571732937411,0
67.17193206270379,0
64.57404478854218,0
62.823842482744716,0
62.10463274654099,0
64.35693451957147,0
66.98956548650791,0
69.89089795237788,0
68.27674638596142,0
67.25585236990297,0
68.90640365314044,0
71.40027150591844,0
72.51597919220265,0
72.37422985878659,0
70.09069872894663,0
65.66576597300882,0
63.02350006684458,0
63.61630571360871,0
61.21213381925942,0
57.364308168192395,0
51.29316443497592,0
49.4182277944063,0
49.803774715727066,0
51.87717293207426,0
53.12033226355358,0
53.86920627679166,0
53.607636817930064,0
52.30853158016819,0
52.88373420693662,0
58.088052324494534,0
68.3632564584484,0
80.31640302128542,0
86.79419970764025,0
85.97970231140702,0
84.9074979814194,0
89.78163307273776,0
93.66373871152327,0
93.32143964461827,0
91.41756655077204,0
89.67564345367498,0
88.12780437190668,0
85.99779677615513,0
84.08978809808715,0
82.17881300674574,0
81.1610074388074,0
79.69226273249093,0
