M2_sees_M1_Angle,M2_sees_M1
103.1067160253487,0
100.98658296885822,0
101.14784001627052,0
102.7506748143642,0
103.84613566062636,0
104.62690307198193,0
106.12890744163923,0
120.69746398361184,0
109.63005623951403,0
95.82321443574185,0
154.84724609547982,1
18.810908390380447,0
20.196939546914013,0
18.2709050183931,0
0.0,0
0.0,0
20.420714711418967,0
20.509626411764884,0
21.878519534582352,0
24.030235685834732,0
46.96850609190008,0
66.35729151976818,0
49.318603222678604,0
42.31838566391868,0
34.27043978598168,0
32.81377157042739,0
32.28734246423804,0
25.384215082185374,0
36.403731276120126,0
44.86519918948466,0
37.57742740696229,0
62.98221352582717,0
71.95457110784272,0
63.06935279489109,0
85.06029222367461,0
46.146001365017774,0
94.67210512094243,0
46.54260903911218,0
46.286384125872566,0
143.26252924664655,1
116.92710239020741,0
124.47358757683011,0
116.08556269224064,0
122.84518682698913,0
128.94919191053268,0
124.5690922973663,0
127.73984752164259,0
134.05794391569165,0
128.32980099141318,0
119.5286115691868,0
123.92441832852379,0
159.59761492826084,1
141.98070687018742,1
128.58280703585862,0
145.52081732868697,1
154.36567866102104,1
161.21983083856745,1
151.77838560916788,1
163.6376327290283,1
168.27271951353535,1
162.36714741582054,1
146.09580758052766,1
149.52500492016878,1
154.95532847274265,1
139.0433267711524,1
118.38679775346098,0
122.13457008601145,0
114.05711829567005,0
113.79494249670252,0
112.43355569022518,0
109.70027268610568,0
109.03187401313248,0
110.73429865787858,0
111.41754381416641,0
118.16684922605015,0
119.62237295387489,0
119.9706801904988,0
115.56744519013634,0
119.83447566525618,0
110.13393702456304,0
117.38668228688704,0
111.3701747809377,0
108.60204728409818,0
106.55247122836728,0
107.65665901765699,0
104.69527976683594,0
100.27144172174764,0
98.39862746589527,0
96.94572139421098,0
94.25592115237478,0
93.76642418401055,0
96.68412464128534,0
99.33553987448828,0
100.25774322395792,0
100.250278533328,0
102.89281132739859,0
100.67962518430662,0
101.59793241881361,0
101.65901386040713,0
101.1714305846874,0
100.37648727552737,0
100.45425007412871,0
97.77523820848651,0
98.05403655518919,0
95.30306015635325,0
98.59123473918018,0
96.24464027111483,0
96.45214205345403,0
99.28533063667977,0
95.97523167236163,0
98.86008685719605,0
104.35269725428057,0
119.58808463081147,0
138.52050723829282,1
135.1327157861581,1
127.57211390188994,0
131.38972238880805,0
126.26949941321922,0
131.78192278233465,0
126.79377069745945,0
114.91307706074043,0
97.5666526905111,0
89.75369965857978,0
80.48749454033423,0
65.05065031043202,0
92.80625420562149,0
101.20575233388789,0
89.10982492695216,0
89.66892505577573,0
76.4423590743268,0
82.32523100141526,0
86.52600805892664,0
87.4719303540952,0
80.81154894401688,0
80.81776562226392,0
42.75771789754235,0
43.44045194893426,0
43.11665861406213,0
147.79618283104637,1
165.56379854385528,1
146.06432802425414,1
149.56025452013387,1
45.5031883329809,0
45.15961092565407,0
153.11542820740453,1
46.10615789645717,0
46.47810607646832,0
46.7666454647612,0
112.16994459071012,0
121.0764222270368,0
94.15888729994019,0
92.51890960836205,0
65.70139933735031,0
60.28253353060357,0
84.93205264591577,0
64.81213448933603,0
72.41213868768472,0
61.23800242968367,0
70.94522263562813,0
87.51282205438491,0
